CROPS,SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K
sorghum,6.7,34.8,97.1,76.7,58.8,47.9
sorghum,6.3,29.2,90.9,79.6,59.2,54.7
sorghum,7,39.4,94.2,73.9,47.8,49.1
sorghum,6.7,17.9,90.9,63.5,50.2,53.1
sorghum,6.2,37.6,94.4,61.1,59.8,57.7
sorghum,6.4,21.3,99.3,60.2,45.5,42.6
sorghum,6.9,18.5,97.6,67.8,51,59.8
sorghum,6.5,16.3,96.5,77.6,56.1,57.2
sorghum,7.5,23.6,92.8,78.6,53.3,58
sorghum,6.5,30.6,90.3,69.6,47.6,58.1
sorghum,6.3,33.2,97.3,77,51.2,41.3
sorghum,6.3,35.8,97.2,73,54.1,47.4
sorghum,6.5,22.6,96,76.4,52.8,42.5
sorghum,7.2,17.7,91.1,71.2,41.2,56.5
sorghum,6.7,25.2,93.5,79.9,45.3,41.7
sorghum,6.2,40,94.3,72.6,43.5,42.3
sorghum,6.5,35.9,97.3,63.1,41.1,43.9
sorghum,7.1,38.6,93.9,63.8,50.3,50.1
sorghum,6.4,32,95.8,67.2,46.8,45.7
sorghum,6.6,18.5,93,68.4,50.5,56.8
sorghum,6.8,25.4,96.9,77.7,57.6,50
sorghum,7.4,15.1,97.9,66.4,50.4,49.2
sorghum,7.1,27.7,98.8,68.2,51.3,49.6
sorghum,7.1,27.6,93.6,67.3,53.6,53.1
sorghum,7.2,16.4,92.7,70.9,48.7,50.7
sorghum,6.9,38.6,99.5,79.8,42.5,43.7
sorghum,6.6,28.1,94,76,43.2,57.2
sorghum,6.3,35.9,97.8,74.3,42.8,41.2
sorghum,6.5,28.7,92.2,75.5,46.1,53.9
sorghum,6.9,38.5,94.5,63.7,52.1,45.8
sorghum,7,15.9,97.1,70.1,40,41.1
sorghum,6.4,26.6,92.7,74.9,55.9,40.9
sorghum,6.6,19.5,91.3,71.6,50.7,40.8
sorghum,7.4,31.7,98.7,73.9,56.6,42.6
sorghum,6.3,20.4,97.6,75.9,47.8,49.7
sorghum,6.2,22.6,99.2,67.8,42.3,52
sorghum,7.4,22.4,93.8,71.6,56,45.7
sorghum,6.7,23.9,91.5,73.5,56.2,40.4
sorghum,6.1,21.4,91.9,67.9,45.8,50.3
sorghum,7,24.2,93.5,66.1,49.6,51.6
sorghum,7.4,26.7,96.9,77.4,54.9,56
sorghum,6.5,38.8,98.3,62.6,56.5,41.4
sorghum,7.1,17.1,95.8,68.7,55.6,55.7
sorghum,7.4,25.1,94.7,78.9,57.6,40.8
sorghum,6.3,35.8,90.7,66.5,56.7,54.7
sorghum,6.6,33.1,95.9,77.3,51.4,45.2
sorghum,6.8,23.4,92.5,75.1,50.1,50
sorghum,6.7,38.3,91.3,73.2,50.9,58.1
sorghum,6.1,31.6,95.9,69.9,54.9,58.6
sorghum,6.5,39.7,99.1,61.2,52.1,57.9
sorghum,6.8,33.7,92.4,73.5,50.2,49.4
sorghum,6,15.1,96.1,79.3,54.5,53.2
sorghum,7,32.5,94.8,70.3,44.1,44.6
sorghum,7.3,24.9,92.6,66,59.4,53.9
sorghum,7.4,19.3,91.8,75.4,55.8,51.7
sorghum,7.5,18,92.2,65.9,48.1,58.3
sorghum,6.1,16.6,99.6,66.2,56.7,53.3
sorghum,6.1,38.5,98.3,66.4,57.3,48.7
sorghum,7,25.4,95.3,65.3,47.5,42.3
sorghum,7.1,39.8,94.9,67.2,55.1,44.7
sorghum,7.5,26.9,91.4,76.3,52,42.3
sorghum,6.1,32.3,94.3,61.4,58.4,57.6
sorghum,6.3,25.2,91.5,67.9,47.2,59.3
sorghum,6.6,18.4,94.5,61,47.2,46
sorghum,6.6,25.8,94.8,67.2,50.4,57.4
sorghum,7.1,31.9,99.6,63.1,40.8,42.9
sorghum,6.3,21.5,94,60.6,43.2,46.4
sorghum,7.2,38,93.7,60.1,43.1,59.7
sorghum,6.5,16.9,91.2,75.6,58.4,40.1
sorghum,7.2,19.8,99.6,69.5,44.5,56.8
sorghum,6.4,38.8,98.5,60.2,56.7,56.8
sorghum,6.2,39.4,90.7,62.1,58.8,53
sorghum,7.1,21.8,93.7,70.4,43.8,54.2
sorghum,6.8,36.3,97.7,77.9,48.5,40.4
sorghum,7.2,16.9,91.9,74.8,42.4,51.2
sorghum,6.7,36.7,96.8,78.5,50.1,50.2
sorghum,6.8,24.9,95.5,75.9,48.8,42.7
sorghum,6.3,30,97.5,60.5,59.2,58
sorghum,6.7,28.4,93.6,75.7,56.4,42.2
sorghum,6.9,15.4,93.4,78.8,57.1,43.5
sorghum,6.1,28.3,94.1,72.1,53.1,53.8
sorghum,6.9,26.7,100,77.1,45.9,54.9
sorghum,7.2,30.1,95.7,71.4,58.2,55.7
sorghum,6.2,33.6,94,78.2,52.8,54.4
sorghum,6.7,19.8,93.1,68.2,53.1,48.9
sorghum,7.3,31.8,96.3,64.6,51.7,54.8
sorghum,6.4,22.5,92.5,60.9,50.3,44.9
sorghum,6.1,23.2,99.3,71.2,46.6,46.8
sorghum,6.7,29.9,94.4,70.6,43.5,51.5
sorghum,6.8,27.9,90.8,76.7,44.2,55.3
sorghum,6.2,32.7,90.5,62.6,47.4,45.7
sorghum,6.9,37,98.6,78.6,58.9,40.5
sorghum,7.3,36.7,91.4,77,58.1,40.8
sorghum,6,20.5,90.6,62.7,54.9,51
sorghum,6.3,25.2,90.6,76.1,55.7,59.5
sorghum,7,39.2,95.1,62.5,58.1,47.9
sorghum,6.8,26.6,92.7,64.4,52.7,49.3
sorghum,7.2,34.5,90.9,61.4,51.4,47
sorghum,6.7,29.9,96.6,79.7,54.5,57.4
sorghum,7.4,17.2,95.4,70.6,55,47.3
sorghum,6.6,23.8,97.3,71.4,41.5,56.1
sorghum,6.5,29.8,91.3,77.7,57.8,50.8
sorghum,7.4,23.3,95.5,66,49.9,47.6
sorghum,6,22.2,98.2,67.8,45.6,59.5
sorghum,6.3,35.7,97.6,69.6,47.8,54.2
sorghum,6.6,37.8,92,63.8,41.7,43.5
sorghum,6.5,38.7,96.8,69.9,51,57.9
sorghum,6.7,33,94,68.8,58.1,46.9
sorghum,6.3,16.1,91.8,69.1,59.1,48.7
sorghum,6.1,37.7,92.8,67.8,51.2,54.9
sorghum,7.2,28.1,97,61.2,59,45
sorghum,7,29.8,92.2,75.6,44,52
sorghum,6.7,39.4,99.3,77.1,40.9,54.1
sorghum,6.6,32.2,92.1,64,58.9,55.7
sorghum,6.3,22.7,95.9,76.7,53,47.1
sorghum,6.3,20.7,95,72.7,43.4,59
sorghum,6.3,32.9,94.4,64.6,51.5,55.1
sorghum,6.5,16.7,99.2,67.3,44,55.7
sorghum,7.2,17,94.1,75.2,47.2,46.1
sorghum,6.1,38.7,97.5,63.6,58.6,40.2
sorghum,6.6,26.4,99.6,76.5,51.8,46.3
sorghum,6.1,19.9,98.4,65.7,41.3,54.1
sorghum,7.3,23.7,95.2,63.9,51.2,50.6
sorghum,7.4,18.1,95.9,74.7,49.3,43.9
sorghum,6.1,37.8,91.2,62.1,49.7,59
sorghum,7.5,36.1,93.1,72.5,45.4,46.9
sorghum,7.2,38.5,93.3,65.5,44.7,48.6
sorghum,7.3,27.4,94.4,69.8,51.3,41.4
sorghum,6.9,23.5,99.7,76.9,44,47.4
sorghum,7.2,25.9,90.2,77.6,56.6,53.1
sorghum,6.8,23,97.5,60.4,57.1,54.8
sorghum,7.3,30.6,93.8,61.9,57.9,41.8
sorghum,6.3,22.4,99,77,58.8,51.3
sorghum,6.9,18.2,94.8,70.8,56.2,54.1
sorghum,6.3,35.8,98.5,66.5,52.5,50.2
sorghum,6,27.9,96.6,75.6,44.8,45.4
sorghum,6.1,21.2,95.1,74.6,45.9,40.6
sorghum,7,30.7,91.2,69.2,41.3,44.7
sorghum,6.2,36,97.3,65.8,49.1,46.4
sorghum,7.5,36.4,90.4,66.9,46.4,53.4
sorghum,7.1,36.2,93.6,61,53.3,58.6
sorghum,7,26.7,91.3,66.2,47.5,53.5
sorghum,6.5,34.3,94.6,65.2,47,44.8
sorghum,7,20.6,96.2,68.7,47.7,58.5
sorghum,6.7,38,98.5,70.3,54,50.7
sorghum,7.2,19.4,96.2,70.7,57.9,59.7
sorghum,7.4,37.4,99.8,76.6,47.2,46.2
sorghum,7.1,17.1,96.1,77.6,57.2,40.8
sorghum,6.1,20.3,94.6,63.4,48.7,54.8
sorghum,6.2,15.6,93.7,65.8,55.5,41
sorghum,6.1,36,95.6,76.1,50.2,52
sorghum,6.7,37.2,97.6,78.5,53.4,60
sorghum,7,36.3,98.1,76.7,50.8,52.8
sorghum,6.9,19.7,91.9,68.2,56.7,48.5
sorghum,7.3,25.8,96.7,70,41.5,42.5
sorghum,6.3,21,96.3,71.4,47.5,57.2
sorghum,6,23.3,91.9,62.7,52,41.5
sorghum,7,38.2,94.5,78.3,43.8,51.5
sorghum,6.7,19.8,99.9,77.7,47.8,51.1
sorghum,6.9,17.5,97.1,69.6,57.7,46.3
sorghum,6,35.1,97.6,60.9,58.3,58
sorghum,6.9,30.9,93.3,72.6,52.9,47.5
sorghum,7,39,90.3,77.9,50.9,48.3
sorghum,7.5,18.8,93,65.8,56.7,43.5
sorghum,6.6,17.3,99.7,75.6,56.9,41.4
sorghum,6,30.9,91.4,64.9,42.8,43
sorghum,7.2,37.4,90.7,62.5,40.9,59.7
sorghum,7.2,32.7,90.5,67.2,52.7,45.9
sorghum,6.4,17.2,97.6,77,50.6,49.7
sorghum,6.1,24.3,99.6,62,51.7,40
sorghum,7.3,19.7,92.3,63.7,45.9,57.4
sorghum,7,26,95.8,62.4,44.4,49.4
sorghum,6.3,30.3,98.5,61.2,49.4,56.8
sorghum,7.2,23,91.4,68.7,46.7,52.3
sorghum,6.7,34.1,96.6,69.6,56.5,48.3
sorghum,7.2,19,95.5,66.5,59.6,43.8
sorghum,7.4,35.1,92.2,60.5,51.4,42.1
sorghum,6.1,33.8,97.7,69.4,55.5,54.5
sorghum,6.6,17.3,99.3,60.9,46.9,49.8
sorghum,7.3,38.4,93.3,73.4,59.4,52.8
sorghum,7.4,22.2,91.1,78.6,47.2,44.3
sorghum,6.4,38.7,91.5,77.3,41.6,42.5
sorghum,7,26.4,97.6,62.6,52,48.4
sorghum,7.3,25.2,98.7,78.2,51.9,56.5
sorghum,6.1,39.3,94.7,62.4,59.2,49.5
sorghum,7,34.7,96.3,77.8,59.9,44.9
sorghum,6.6,34.2,98.8,60.5,53.7,49.9
sorghum,7.5,27.7,92.9,71.6,44.9,48.8
sorghum,6,22.5,99.6,66.4,49.8,49.1
sorghum,6.4,31.6,98.4,67.9,40.6,43.2
sorghum,6.1,36.1,90.9,72.6,55.1,56.7
sorghum,6.4,39.6,93.5,60.4,57.7,51.3
sorghum,7.3,36.4,96,78.4,56.2,45.8
sorghum,6.3,36.7,97.6,75.1,50.3,47.4
sorghum,6.9,38.8,94.8,66.6,49.1,48.2
sorghum,7.2,27,99.4,75.5,41.4,58.4
sorghum,7.2,27.9,92,63.6,53.1,57
sorghum,6.4,33,92.4,62.2,40.8,46
sorghum,6.6,20.9,96.9,70.9,50,44.6
sorghum,7.4,31.5,92.3,73.5,43.5,42.7
sorghum,7.4,37.2,94.9,78.5,45.1,46
sorghum,7.3,27.7,99.5,70.4,54.6,41.8
sorghum,6.8,17.6,90.3,74,47.1,40.5
sorghum,6.5,21.4,99.4,69.5,42.6,59.4
sorghum,6.4,32.1,94.5,60.3,53.8,40.9
sorghum,7.1,24.9,93.5,66.2,54.2,45
sorghum,6.7,37.9,95.8,76.4,58.4,44.5
sorghum,6.3,21,99.5,66.8,53.3,51.9
sorghum,7.1,27,99.8,61.2,43.5,46.6
sorghum,7,36.9,93.4,64.5,49.4,58.8
sorghum,7.3,32.8,95.3,65.6,57,40.6
sorghum,6.9,29.4,90,75.1,50.7,56.8
sorghum,6.3,15.7,94.5,64.1,58.9,41.7
sorghum,6.8,32.1,91.4,71.1,57.3,41.4
sorghum,7.3,18.5,90.4,68.5,56.3,56
sorghum,6.4,22.7,93,63.5,50.7,56.9
sorghum,6,28.9,93.9,64.3,41.5,41.4
sorghum,7.4,28.5,99.3,70,46,51.1
sorghum,6.6,25.9,97,65.4,50.1,48.5
sorghum,6.7,17.8,90.1,68.9,56.2,54.6
sorghum,7.4,39.8,96.6,62.5,53.6,40.1
sorghum,7.4,27.3,95.3,62.9,52.6,54.6
sorghum,7.1,16.9,95,60,57.2,50.4
sorghum,6.3,30.5,91.1,75.1,52.4,49.4
sorghum,6.5,25.5,94.3,77.2,43.3,48.1
sorghum,7.2,28.2,90.9,62.4,41.7,41.7
sorghum,7.1,29,95.7,72.1,44,58.5
sorghum,7.5,31.3,90.7,64.6,51.8,55.6
sorghum,7.2,17,96.8,72.5,54.9,51.9
sorghum,6.2,26,90.1,66.3,40.4,48.3
sorghum,7.4,39.9,99.5,73,44.2,55.8
sorghum,6.8,29.8,97.4,71.1,46.2,41.6
sorghum,6.1,27.1,92,65.6,46.4,48.9
sorghum,6,25.9,97.8,60.8,41.8,45.7
sorghum,7.1,26.3,98.3,64.4,56,45.3
sorghum,6,29.2,99.9,74.1,54.4,52.9
sorghum,7.4,27.9,90.9,63.1,52,52.3
sorghum,7.2,16.7,99.4,76.4,49,49
sorghum,7.1,32.1,98.3,60.7,42.3,50.4
sorghum,6.8,16.1,91.9,64.4,49.7,50.7
sorghum,6.3,19.5,98.2,76.9,54.7,54.9
sorghum,7.1,33.7,93.6,77.5,45.8,45
sorghum,6.1,29.7,94,63.4,43.4,59.3
sorghum,6.3,16.1,92.7,76.5,53.7,41.2
sorghum,6.2,27.5,93.2,75.5,55.8,54.2
sorghum,7.4,30.2,96.8,66,40.1,54.4
sorghum,6.2,34.7,94.5,73,42.7,58.1
sorghum,6.6,26.8,91.8,71.8,41.1,40.1
sorghum,6.3,35.8,99.9,62.6,56.6,50.6
sorghum,6.6,32.8,94.9,62.5,57.5,41.4
sorghum,7.4,33.2,96.6,63.9,40.7,46
sorghum,6.7,15.9,90.4,71.8,56.4,41.1
sorghum,7.5,24.7,91,64.5,55,49.5
sorghum,6.4,24.5,99.8,78.6,46.7,43
sorghum,6,20.7,90.5,73,48.8,45.9
sorghum,7.4,35.2,97,64.9,47.9,50.3
sorghum,6.5,24.2,99.6,70.4,47.3,43.7
sorghum,7.2,30.5,98.7,68.3,47.1,46.5
sorghum,7.1,39.7,95.9,67.1,49.1,55.5
sorghum,7,15.9,95,75.3,55.6,51.1
sorghum,7.4,30.3,99.9,73.1,57.6,56.8
sorghum,7.2,39.8,92.5,61.8,45.1,40.1
sorghum,6.4,18.1,93.5,74.5,42,53.6
sorghum,6.6,20.3,91.1,77.4,46.1,40.1
sorghum,6.4,27.9,97.1,60.5,40.2,59.7
sorghum,6.4,29.9,93,79,46.7,60
sorghum,7.2,29.6,90.9,73.5,40.7,45.5
sorghum,7.5,24.7,93.9,61.7,55.6,48.3
sorghum,7.1,24.3,95.6,76.8,46,49.7
sorghum,7.2,19.5,98.1,68.9,46,44.7
sorghum,6.1,17,93.6,78.9,41.5,41.6
sorghum,6.3,28.7,98.6,62.4,48.1,56.9
sorghum,6.2,34.7,93.6,65.5,56.4,50.7
sorghum,7.3,25.8,97.7,65,53.4,44.2
sorghum,7.3,22.9,97.7,77,49.5,52.7
sorghum,6.7,27,94.5,73.3,43.4,45.3
sorghum,7.4,24.3,99.6,61.6,48.2,52.6
sorghum,6.9,32.3,94.9,63.1,48.8,46.9
sorghum,7,37.9,94.3,61.2,47.1,48.4
sorghum,7.3,35.9,96.4,72.3,43.2,42.5
sorghum,7.2,38.9,94.1,72.5,47,56.4
sorghum,7.2,38,94.8,75.1,57.3,49.1
sorghum,7.4,18.3,92.1,77.1,50.1,54.1
sorghum,7.4,22.3,92.1,67.6,40.7,50.4
sorghum,7.3,34.3,93.1,62.5,56.7,48
sorghum,6.5,15.7,97.2,72.6,40.2,56.3
sorghum,6.7,20.5,93.7,69.1,45.4,50.4
sorghum,7.1,21.1,91.8,71.8,51.8,51.7
sorghum,6.7,30.2,97.3,72.3,54.8,58.3
sorghum,6.4,39,91.4,61.6,52.1,58.9
sorghum,6.8,30.8,93.8,61,45.8,55.9
sorghum,6.3,38.3,93.5,62.9,52,55.3
sorghum,6.1,20.3,93,63.8,51.5,47.2
sorghum,6.6,36.4,97.7,61.9,47.5,44.8
sorghum,6.1,34.7,97.6,70.9,57.3,56.6
sorghum,6.1,29.6,93.5,79.6,43.7,55.6
sorghum,7.2,25,93.4,71.9,49.9,59.3
sorghum,6.2,32,93.9,76.5,41.4,45.2
sorghum,7.3,30,93.8,67.2,53.6,55.4
sorghum,7.4,22.3,90.2,68.2,42.5,43.7
sorghum,6.2,28.1,99.6,68.9,57.1,45.2
sorghum,6.6,15,96,63.9,57.3,53.5
sorghum,7.3,35.5,92.3,65.4,55.3,54.1
sorghum,7.4,16.1,90.8,62.6,44.3,54.3
sorghum,6.3,38.6,98.3,64,51.7,40.6
sorghum,6.6,35.9,96,70.2,49.1,40
sorghum,6.9,15.7,94.3,64,51.4,54.2
sorghum,7.2,22.3,95.8,66.3,52.5,53.7
sorghum,6.4,20.1,95.8,65.4,57.2,48.7
sorghum,7.3,17.2,92.7,75.4,59.9,55.4
sorghum,6.4,22.3,90.7,64.9,50.3,43.4
sorghum,7,29.7,90.2,69.6,45.6,52.6
sorghum,6.6,21.2,92.1,67.1,59.6,49.7
sorghum,6.2,38.5,98.7,78.6,42.4,53
sorghum,6.3,19.5,90.4,75.2,57.6,46
sorghum,6.5,26,99.2,69.8,59.8,52.7
sorghum,6.7,16.1,95.2,64.7,49,54.9
sorghum,6.3,20.6,92.8,78.2,47.6,48
sorghum,7,31.8,98.5,74.1,46.1,56.4
sorghum,6.6,22.4,92.4,70.8,43.8,59.1
sorghum,7.1,24.1,98.2,70.3,48.4,40.3
sorghum,6.5,21.4,91.2,62.9,40.4,54.1
sorghum,6.3,17.3,98.4,65.6,41,49.4
sorghum,6.9,17.7,99.7,71.5,52.3,40.4
sorghum,6,33.9,98.2,63.8,51.1,54.5
sorghum,7.2,29.3,91.1,69.1,51.9,42.2
sorghum,7.1,26.8,97.9,79.6,42.2,53.6
sorghum,7,27.1,93.8,66.5,47.8,46.8
sorghum,6.4,17.2,90.2,64.4,54,55
sorghum,6.3,35.8,100,67.8,55.4,46.7
sorghum,6.1,20.3,96.8,70.7,57.4,42.4
sorghum,6.6,30.5,95.7,63.4,42.8,57.1
sorghum,7.2,20.8,92.1,66.4,59.9,49.4
sorghum,6.1,24.1,95.8,63,58.8,42.2
sorghum,6.8,24.5,92.7,73.7,46.2,54.4
sorghum,6.5,36.8,90.8,69.7,54.3,53.4
sorghum,7.4,15.3,90.1,64.1,54.3,47
sorghum,6.3,28.7,92,72.9,43.1,51
sorghum,6.9,36.4,97.2,69,48,57.4
sorghum,7.5,26.4,95.1,66.2,45.8,54.9
sorghum,6.6,16.8,99.2,75.1,55.3,49.5
sorghum,7.4,39.5,94.3,61.1,53,59.5
sorghum,6.2,25.4,94.4,79.2,45.8,51.1
sorghum,6.7,24,93.9,72.7,40.9,56.1
sorghum,6.5,20.5,99.3,60.7,48.2,58.5
sorghum,6.7,16,96.2,77.2,45.2,58.3
sorghum,6.2,19.3,97.2,63.8,44.6,46.1
sorghum,7.1,15.9,93.4,70.1,46.6,55.8
sorghum,7.1,34.5,96.1,78.2,40.7,51.9
sorghum,6.8,26.5,97.7,66.2,51,47.1
sorghum,6.2,15.6,90.1,66.4,41.1,58.8
sorghum,6.3,33.5,91.8,70.7,54.1,58.7
sorghum,7.3,29.6,94,70,56.9,54.7
sorghum,7.1,28.2,91.7,75.3,46.9,49.7
sorghum,6.4,35.3,97,75.6,49.1,50.2
sorghum,7,36.8,94.9,63.3,49,44.8
sorghum,7.2,37.3,93.6,67.4,47.9,46.8
sorghum,7.4,22.4,97.1,67.2,55.7,44.5
sorghum,6.8,25.6,97,62.8,53.7,58.1
sorghum,6.8,17.9,91.3,75.7,51.6,48.7
sorghum,6.1,30.9,91.2,66.3,43.7,53.7
sorghum,6.9,36.8,99.7,63.4,51.1,54.3
sorghum,6.4,34.7,93.4,71.6,56.2,47.4
sorghum,6,25.3,98.6,63.9,41.6,52.8
sorghum,6.4,35.5,99.5,78.9,48.4,47.7
sorghum,7.2,34.1,94,78,48.7,56
sorghum,7.2,24.1,95.3,71.8,54.7,50.9
sorghum,6.6,19,91.5,60.3,47.7,56
sorghum,6.2,22.1,99.8,61.3,48.6,49
sorghum,6.6,36.6,95.1,60.9,58,58.4
sorghum,6.1,24.3,97,74.9,52.6,41.5
sorghum,6.1,18.5,99.5,66.2,53.6,46.6
sorghum,6.6,20.9,91.1,78.8,40.9,48.2
sorghum,7.1,18.7,94.6,74.7,58.1,51.7
sorghum,6.8,26.5,97.3,71.7,42.9,45.7
sorghum,6.1,16.4,96,76.3,46.4,41.6
sorghum,6.8,34.7,96.3,64.7,50.4,49.8
sorghum,6.7,37,99,75.7,48.8,44.1
sorghum,6.5,22.6,94.2,63.2,59.8,57.4
sorghum,6,21.7,90.1,69.7,45.1,56.6
sorghum,7,38.8,96.7,74.9,48.8,50.9
sorghum,7.1,29.6,93.1,77.4,50.4,44
sorghum,7,20.1,97,77,42.9,41.6
sorghum,6.5,16.5,98.2,67.6,52.9,42.5
sorghum,6.6,27.4,97.9,74.8,55.7,40.5
sorghum,7.5,18.7,97.2,75.6,45.6,47.7
sorghum,6.2,27.3,98.3,78.8,57,47.3
sorghum,6.6,32.7,92.8,63.3,40.4,46.3
sorghum,7.1,27.5,93.7,69.3,51.9,48.2
sorghum,6.7,36.3,96.2,79.5,44.9,56.1
sorghum,6.6,25.1,93.3,74.6,40.9,52.2
sorghum,6.2,22.8,96.1,77.8,42.5,46.2
sorghum,6.8,33.3,93.9,76.9,42.3,40.4
sorghum,6.1,15.1,96,60.9,48.4,43.8
sorghum,6.4,34.9,98.9,68.6,42.8,49.2
sorghum,6.5,37.5,99.4,67.6,59.2,45.5
sorghum,6.6,38.2,93.7,67.3,59.5,41.5
sorghum,7.4,34.6,93.1,76.7,58.6,46.5
sorghum,7,17.9,94.1,75.7,49.3,56.1
Pearl millet,7.2,25.3,89.8,43.2,39.8,23.7
Pearl millet,7.2,27.3,87.8,46.7,22.9,30
Pearl millet,6.6,27.3,84.7,58.3,36.3,26.7
Pearl millet,5.8,40,92.5,41.7,34.3,34.6
Pearl millet,6.7,28.5,82.1,58.6,34.6,22.6
Pearl millet,6.2,41,90.7,56,27.1,26.3
Pearl millet,7,30.1,87.4,42.1,36.8,20.7
Pearl millet,6,34.4,83.3,54.1,28.2,20.8
Pearl millet,6.4,17.8,92.7,47.4,36.4,32.8
Pearl millet,6.5,12.4,91.7,59.9,38.1,22.4
Pearl millet,5.8,13.6,94.7,42.2,21.4,31
Pearl millet,5.9,44.2,88.5,44.9,31,37
Pearl millet,6.1,38.5,86.7,57.2,33.7,22
Pearl millet,6.3,37.7,92.2,48.2,21.8,28
Pearl millet,6,26.2,80.5,41,33,38.3
Pearl millet,7.1,17.3,81.3,49.1,26.6,28.2
Pearl millet,6,14.6,86.3,55.4,37.5,38.8
Pearl millet,6.7,24.4,89.8,49.2,23.4,31.7
Pearl millet,5.8,39.6,91.8,57,36.4,20.5
Pearl millet,6.4,21.5,89.7,42.6,20.9,35
Pearl millet,6.8,43,89.5,43.9,27.4,22.4
Pearl millet,6.3,17,91,49.1,25.7,36.6
Pearl millet,6.5,30.5,85.9,42.1,24.5,35.4
Pearl millet,5.7,17.9,84.3,55.6,31.4,20.4
Pearl millet,6.2,28.7,80.9,40.1,21.5,29.2
Pearl millet,5.7,14,94.6,45.7,28.5,27.3
Pearl millet,5.6,41.2,91.5,57.5,33.8,33
Pearl millet,6,23.1,89.8,52,27.5,23.5
Pearl millet,5.6,31.4,94.2,41.8,24.9,27.2
Pearl millet,6.4,36.6,92.3,47.4,38.7,20.6
Pearl millet,6,27,80.6,50.9,29.6,31
Pearl millet,7.2,20.2,81.2,51.5,26,35.9
Pearl millet,6.7,16,88.5,48.7,38.8,37
Pearl millet,6,37.9,87.6,57.6,35.1,21.4
Pearl millet,6.6,13.1,93.2,41.3,36.8,29.4
Pearl millet,6.2,33.6,91.8,51.8,37.8,29.6
Pearl millet,6.4,27.6,92.8,55,24.2,28.2
Pearl millet,6.1,43.7,88.8,51.2,34,21.8
Pearl millet,5.8,31.1,80.5,46,30.4,24.8
Pearl millet,6,16.3,83.7,46.1,39.8,20.7
Pearl millet,5.8,39.9,88.9,43.3,26.9,20.3
Pearl millet,7.5,27.4,86.3,40.3,23.5,26.3
Pearl millet,5.9,20.5,90.2,48.3,29.6,24.4
Pearl millet,6.2,14.3,90.1,49,24.3,27
Pearl millet,5.6,33,80.7,58.2,20.9,33
Pearl millet,7.5,44.1,92.1,55.2,34.1,35.6
Pearl millet,6.8,15.1,82.2,46.3,27.9,24.2
Pearl millet,6.1,40.1,92,57.3,28.5,36.5
Pearl millet,6.5,42.4,92,42.8,28.7,39.8
Pearl millet,6.6,40.5,85,46.1,21.3,23.1
Pearl millet,7,19.9,89.6,52.6,32.2,22.9
Pearl millet,5.6,19.3,88.7,51.8,26.1,23.4
Pearl millet,5.7,29.2,88.1,53.7,39.8,30.4
Pearl millet,6.1,38.4,88,56.1,22.9,32.9
Pearl millet,6.8,33.7,93,42.4,20.5,20.5
Pearl millet,5.6,26.3,82.2,49.8,28.5,28.3
Pearl millet,6.6,22.3,91.2,54.6,39.1,25.6
Pearl millet,6.5,37.4,81.2,41.8,27,26.2
Pearl millet,7.5,37.6,82,57.4,25.7,24.9
Pearl millet,6.9,40.4,81.2,57.8,35.3,29
Pearl millet,7,15.2,91.4,46.8,29.9,29.2
Pearl millet,7.2,16.4,88.9,41,27.9,23.5
Pearl millet,6.2,26.7,84.7,51.7,24.6,23.4
Pearl millet,7.2,37.1,90.3,46.8,39.3,39.3
Pearl millet,6.2,19.3,82,46,28.3,33.5
Pearl millet,7.4,43.1,82.8,52.4,26.6,31.8
Pearl millet,5.9,18,93.4,52.1,33.4,31.7
Pearl millet,6.9,18.3,94.4,56.4,24.6,32.6
Pearl millet,6.9,19.3,85.9,53.9,29.8,34.5
Pearl millet,5.6,22.7,80.6,42.4,22.6,21.9
Pearl millet,7,26.9,91,48.7,36.8,35.6
Pearl millet,6,32.2,94.5,50.4,29.6,38.8
Pearl millet,5.6,26.1,83.9,46.8,20.5,37
Pearl millet,5.7,44.3,87.6,52,21.9,26.5
Pearl millet,5.7,43.3,88.1,55.2,35.9,29.9
Pearl millet,7.2,36.8,90.2,51.6,36.2,32.3
Pearl millet,6.2,32,80.3,41.8,35.3,29.2
Pearl millet,6.6,17.3,92.4,53.1,22.1,30.4
Pearl millet,6.2,43.5,86.4,55.5,34.7,25.7
Pearl millet,5.9,14.6,80.8,43.1,29.5,35.2
Pearl millet,6.8,16.3,90.6,48.7,30.7,33.8
Pearl millet,6.8,17.5,89.9,59.6,24,26.7
Pearl millet,7,25.6,81.1,41.6,31.2,27.9
Pearl millet,6.9,25,94.3,49.3,39.6,20.3
Pearl millet,5.7,29.3,90.7,59.1,36.4,32.3
Pearl millet,7,42.4,90.4,59.1,38.7,23.9
Pearl millet,6.1,15.7,91.1,58.1,39.9,26.4
Pearl millet,6.7,12.9,84.8,40.9,39.6,35.7
Pearl millet,5.8,22.5,92.2,41.8,27.8,30.5
Pearl millet,6.2,35,89.9,56,24.2,28
Pearl millet,7.4,24,90.1,55.5,33.3,33.3
Pearl millet,5.8,19.5,82.5,51.3,24.3,30.2
Pearl millet,7,29.7,92.6,52.6,35.6,39.1
Pearl millet,7.5,42.5,81.4,59.3,26,22.3
Pearl millet,6.4,42.9,92.5,49.9,39.6,25.5
Pearl millet,7.4,36.4,82.8,53.5,35.1,38.2
